elavskode,matrnr,esr_ejdnr
20151,18co,1510119077
20151,18m,1510036619
20151,18dt,1510009735
20151,18du,1510009735
20151,18cb,1510119069
20151,18bn,1510119174
20151,18af,1510036570
20151,7000ee,0
20151,18cf,1510118984
20151,18bq,1510119263
20151,18by,1510119239
20151,18bp,1510119271
20151,18ø,1510036600
20151,18ce,1510119018
20151,18bx,1510119298
20151,18bv,1510119107
20151,18cd,1510119085
20151,18bo,1510119182
20151,18ab,1510036597
20151,18b,1510009735
20151,18bu,1510119158
20151,18ca,1510119123
20151,18cc,1510119042
20151,18ci,1510119026
20151,121ar,1510030939
20151,121an,1510030955
20151,121as,1510030963
20151,121ap,1510030963
20151,121cu,1510123538
20151,121a,1510015379
20151,121aq,1510031250
20151,19em,1510016138
20151,121cv,1510123546
20151,158c,1510031250
20151,121cx,1510123554
20151,121cæ,1510015379
20151,158a,1510031242
20151,19ay,1510016146
20151,19bc,1510016219
20151,19bo,1510016227
20151,19cb,1510016235
20151,19ci,1510016332
20151,19cd,1510016359
20151,19cp,1510016367
20151,19eo,1510016154
20151,19ep,1510016154
20151,19en,1510016138
20151,19eg,1510016170
20151,19bæ,1510016286
20151,19df,1510016197
20151,19bt,1510016316
20151,19dg,1510016243
20151,19bz,1510009662
20151,19bk,1510009654
20151,19cr,1510009662
20151,19g,1510038484
20151,19cu,1510009654
20151,19aq,1510038514
20151,19ee,1510038522
20151,19fi,1510038492
20151,19ef,1510038530
20151,19bn,1510009646
20151,19fn,1510009549
20151,19ao,1510038476
20151,19cæ,1510009565
20151,19fk,1510038506
20151,19be,1510009611
20151,23ck,1510016626
20151,23cb,1510034896
20151,23ca,1510016618
20151,23ez,1510130119
20151,23bø,1510016596
20151,9pm,1510016588
20151,23br,1510016502
20151,9pl,1510016553
20151,23bæ,1510016480
20151,9pk,1510038093
20151,23bz,1510016464
20151,9qd,1510038085
20151,9qe,1510038077
20151,23bo,1510016448
20151,9qc,1510038069
20151,23bn,1510016421
20151,9ty,1510000924
20151,23ce,1510016499
20151,23dy,1510016413
20151,23cd,1510016472
20151,23dx,1510016405
20151,23cc,1510016456
20151,23bm,1510016391
20151,23az,1510025056
20151,19bø,1510016383
20151,19ce,1510016340
20151,19cs,1510016340
20151,19go,1510087515
20151,19fg,1510016324
20151,19ff,1510016324
20151,19fh,1510016324
20151,19ar,1510016111
20151,19cx,1510016111
20151,7do,1510003931
20151,7dt,1510003990
20151,7dp,1510003915
20151,7et,1510008186
20151,7ds,1510004016
20151,7dq,1510003893
20151,8ks,1510004393
20151,7dr,1510004113
20151,8bt,1510029043
20151,8br,1510014003
20151,8bq,1510013996
20151,7000el,0
20151,8bs,1510014011
20151,8bp,1510013988
20151,8bo,1510013961
20151,8bl,1510013880
20151,8bn,1510013953
20151,8bk,1510013902
20151,7000az,0
20151,8bm,1510013937
20151,8bc,1510013864
20151,8bd,1510013848
20151,8be,1510013813
20151,7000ek,0
20151,8av,1510013910
20151,8bb,1510013899
20151,8ba,1510013872
20151,8aø,1510013856
20151,8aæ,1510013821
20151,8az,1510013805
20151,7d,1510004407
20151,24as,1510008887
20151,182d,1510143563
20151,7000aæ,0
20151,182i,1510149184
20151,22o,1510129919
20151,24eb,1510001866
20151,24dd,1510001866
20151,23fh,1510149819
20151,7000a,0
20151,24co,1510003966
20151,24dø,1510008186
20151,24di,1510129455
20151,24dp,1510143016
20151,22l,1510123201
20151,24ea,1510001866
20151,7000gi,0
20151,22p,1510130658
20151,23fb,1510149849
20151,7000eo,0
20151,7000aq,0
20151,22x,1510000347
20151,23ev,1510088104
20151,24bq,1510008542
20151,23fi,1510149849
20151,22f,1510087493
20151,23eæ,1510136117
20151,23ff,1510136117
20151,23cz,1510005896
20151,23fc,1510086365
20151,23eu,1510088104
20151,23es,1510086365
20151,24au,1510008909
20151,7000er,0
20151,7000fi,0
20151,7000cu,0
20151,24bv,1510039154
20151,24at,1510008895
20151,7000ch,0
20151,24av,1510008917
20151,24dq,1510001823
20151,24ar,1510008879
20151,24aq,1510008860
20151,24ap,1510008852
20151,24ao,1510008844
20151,7000ev,0
20151,25n,1510123198
20151,25d,1510129994
20151,25b,1510119611
20151,7000eg,0
20151,24ed,1510149813
20151,24dn,1510139833
20151,24ec,1510001874
20151,7000du,0
20151,25m,1510119611
20151,24dm,1510139833
20151,24dl,1510139833
20151,24do,1510001874
20151,7000gk,0
20151,24dk,1510139833
20151,22n,1510124488
20151,22r,1510140270
20151,7000eq,0
20151,6p,1510030440
20151,7bs,1510003842
20151,24de,1510001874
20151,7000bc,0
20151,6aa,1510036368
20151,6z,1510036333
20151,6ai,1510036317
20151,7fa,1510149237
20151,110k,1510029450
20151,110a,1510029434
20151,73b,1510029434
20151,73a,1510029450
20151,74,1510012094
20151,112i,1510139655
20151,112a,1510033326
20151,112h,1510033342
20151,112f,1510033369
20151,5p,1510033237
20151,113a,1510012930
20151,112d,1510033385
20151,49a,1510033261
20151,54,1510012124
20151,56,1510012140
20151,57,1510012167
20151,136,1510012175
20151,7000fv,0
20151,58,1510012175
20151,53,1510012183
20151,7000eb,0
20151,50a,1510012191
20151,5ak,1510012922
20151,7000cl,0
20151,1dg,1510012159
20151,34a,1510022219
20151,116c,1510022197
20151,116b,1510022200
20151,4p,1510017096
20151,33b,1510022243
20151,33d,1510017118
20151,116a,1510022227
20151,3fb,1510022278
20151,3dk,1510022235
20151,3fc,1510017134
20151,3fd,1510017150
20151,4s,1510017169
20151,4r,1510017142
20151,4q,1510017126
20151,3ai,1510022251
20151,3ck,1510022294
20151,3fv,1510086705
20151,3cr,1510022324
20151,1fr,1510022286
20151,3fe,1510017207
20151,3fx,1510086713
20151,3em,1510017258
20151,1nb,1510017215
20151,3cn,1510022375
20151,1fq,1510022308
20151,3ee,1510017320
20151,1na,1510017223
20151,1mz,1510022367
20151,1mø,1510017231
20151,1mæ,1510022340
20151,1dy,1510022391
20151,7000b,0
20151,6lg,1510003281
20151,6ly,1510003443
20151,6gv,1510035841
20151,6kv,1510008666
20151,6lh,1510003311
20151,6lr,1510003427
20151,6ku,1510008658
20151,6fy,1510035833
20151,6li,1510003346
20151,6lq,1510003400
20151,6kt,1510008631
20151,6nv,1510008186
20151,6fz,1510035868
20151,6ks,1510008623
20151,6lk,1510003362
20151,6lp,1510003389
20151,6ll,1510015646
20151,6lo,1510015662
20151,7dø,1510015727
20151,6kr,1510008615
20151,6lm,1510015638
20151,6os,1510008186
20151,6ln,1510015689
20151,7ea,1510015700
20151,6bu,1510008607
20151,6bv,1510015670
20151,6bk,1510015697
20151,6oo,1510008186
20151,6bx,1510020151
20151,6bt,1510020135
20151,7er,1510008186
20151,7000cæ,0
20151,7br,1510003826
20151,7cf,1510003958
20151,7cp,1510004008
20151,7cz,1510004032
20151,7df,1510004067
20151,7ce,1510003923
20151,7cq,1510004024
20151,7cy,1510008178
20151,7dg,1510004075
20151,7di,1510004091
20151,7ep,1510008186
20151,7cr,1510016049
20151,7cx,1510016065
20151,7dh,1510004083
20151,7bt,1510003869
20151,7ek,1510008186
20151,7cd,1510003907
20151,7cv,1510016073
20151,7bu,1510003885
20151,7cu,1510016081
20151,7cc,1510008186
20151,7eo,1510008186
20151,7ct,1510016103
20151,7cb,1510016030
20151,7cs,1510016057
20151,7ca,1510016014
20151,7bø,1510015999
20151,7en,1510008186
20151,7bæ,1510015972
20151,24cq,1510003788
20151,7cl,1510042457
20151,7ec,1510042473
20151,7ed,1510042554
20151,7ee,1510003753
20151,24dæ,1510008186
20151,24cp,1510003818
20151,7ey,1510008186
20151,7eø,1510008186
20151,7ck,1510042430
20151,7dv,1510042503
20151,7du,1510042538
20151,7db,1510003737
20151,7dn,1510003834
20151,7ci,1510003567
20151,7cm,1510003621
20151,7da,1510003656
20151,7dc,1510003710
20151,7dm,1510003850
20151,7ch,1510003583
20151,7cn,1510003605
20151,7ev,1510008186
20151,7cø,1510003672
20151,7dd,1510003699
20151,7eq,1510008186
20151,7dl,1510003877
20151,7cg,1510003974
20151,7co,1510003982
20151,7cæ,1510004040
20151,7de,1510004059
20151,7dk,1510004105
20151,6mr,1510008208
20151,6ms,1510008216
20151,6ni,1510139787
20151,6nk,1510133363
20151,6nl,1510133371
20151,6nm,1510133398
20151,6n,1510030548
20151,6v,1510030521
20151,6u,1510030505
20151,6r,1510030483
20151,6q,1510030467
20151,5æ,1510030580
20151,5y,1510030556
20151,5au,1510149980
20151,5ac,1510030459
20151,5z,1510149929
20151,5e,1510030432
20151,5r,1510030513
20151,5m,1510030475
20151,5ao,1510133290
20151,5n,1510030491
20151,5l,1510004466
20151,5x,1510004474
20151,5ae,1510004474
20151,5al,1510000320
20151,7000ez,0
20151,2r,1510009360
20151,5ap,1510142850
20151,3az,1510004482
20151,5ar,1510000320
20151,4a,1510015255
20151,5aq,1510000320
20151,2am,1510012396
20151,26am,1510021646
20151,2q,1510009352
20151,2z,1510009220
20151,2af,1510012434
20151,2an,1510012426
20151,26an,1510021662
20151,2æ,1510009247
20151,2ag,1510012442
20151,2s,1510009379
20151,2ø,1510009263
20151,2e,1510030734
20151,2h,1510030742
20151,2bo,1510000312
20151,2d,1510030726
20151,2c,1510030718
20151,26g,1510014674
20151,6ed,1510021239
20151,6ec,1510021247
20151,6eb,1510021255
20151,6ea,1510021263
20151,6dø,1510021271
20151,6ei,1510021174
20151,6ek,1510021166
20151,6el,1510021158
20151,6dm,1510021131
20151,6dn,1510021123
20151,6eo,1510021077
20151,7h,1510008488
20151,6bb,1510008488
20151,6ay,1510008453
20151,6ax,1510008399
20151,6ar,1510008380
20151,6aq,1510008321
20151,6hq,1510008313
20151,7000al,0
20151,7m,1510034497
20151,7l,1510034519
20151,7es,1510008186
20151,7n,1510034551
20151,7k,1510034535
20151,6ho,1510008275
20151,6hp,1510008259
20151,119d,1510008186
20151,6ob,1510008186
20151,6ne,1510130844
20151,6nf,1510130852
20151,6mv,1510008240
20151,6af,1510036341
20151,6ae,1510030599
20151,6ag,1510036392
20151,6ng,1510133428
20151,6nh,1510133401
20151,6mx,1510008267
20151,6a,1510030564
20151,6ad,1510036325
20151,6ah,1510036384
20151,6me,1510030572
20151,6æ,1510036309
20151,6ø,1510036376
20151,7000eu,0
20151,24ø,1510042368
20151,24æ,1510042333
20151,24z,1510042317
20151,24y,1510042279
20151,24cs,1510042406
20151,24t,1510042422
20151,24u,1510042449
20151,24v,1510042465
20151,24x,1510042295
20151,24ds,1510008186
20151,24cr,1510042562
20151,24s,1510042546
20151,24r,1510042511
20151,24q,1510042481
20151,24n,1510042570
20151,24o,1510042589
20151,24p,1510042597
20151,24dh,1510088333
20151,24dx,1510008186
20151,24k,1510042600
20151,24m,1510042635
20151,24l,1510042627
20151,24h,1510042643
20151,24i,1510042651
20151,24dc,1510042619
20151,24dz,1510008186
20151,24f,1510042678
20151,24g,1510042694
20151,24e,1510042708
20151,24db,1510042686
20151,24d,1510042716
20151,6mb,1510042198
20151,7u,1510042228
20151,7ai,1510042287
20151,7ak,1510042309
20151,7bl,1510042376
20151,7bm,1510042392
20151,7eæ,1510008186
20151,7v,1510042244
20151,7ah,1510042260
20151,7al,1510042325
20151,7bk,1510042341
20151,7bn,1510042414
20151,7x,1510003370
20151,7ag,1510003397
20151,7am,1510003451
20151,7bi,1510003486
20151,7bo,1510003540
20151,7y,1510003354
20151,7ex,1510008186
20151,7af,1510003419
20151,7an,1510003435
20151,7el,1510008186
20151,7bh,1510003508
20151,7bp,1510003524
20151,7ez,1510008186
20151,7z,1510003494
20151,7ae,1510003591
20151,7ao,1510003613
20151,7bg,1510003761
20151,7bq,1510003796
20151,7eu,1510008186
20151,7ax,1510015808
20151,7aæ,1510015867
20151,6bn,1510008593
20151,7by,1510015921
20151,6bm,1510015654
20151,6bl,1510015719
20151,6bs,1510020119
20151,6na,1510088430
20151,6nb,1510088449
20151,6lu,1510034411
20151,7ay,1510015824
20151,7az,1510015840
20151,7bz,1510015956
20151,6br,1510020097
20151,6mø,1510088422
20151,6my,1510008577
20151,6lt,1510034446
20151,7s,1510034500
20151,7r,1510034527
20151,6nø,1510008186
20151,6bq,1510020070
20151,6an,1510008550
20151,6mæ,1510088260
20151,6of,1510008186
20151,6ls,1510034462
20151,7t,1510034489
20151,7ei,1510008186
20151,7q,1510034543
20151,7p,1510034586
20151,6bp,1510020089
20151,7o,1510034578
20151,7dx,1510003516
20151,7ad,1510003575
20151,7ap,1510003648
20151,7bf,1510003745
20151,7dy,1510003532
20151,7ac,1510003559
20151,7aq,1510003664
20151,7be,1510003729
20151,7dz,1510015778
20151,7ab,1510015794
20151,7ar,1510003680
20151,7bd,1510003702
20151,7dæ,1510015743
20151,7aa,1510015816
20151,7as,1510015913
20151,7bc,1510015948
20151,7ø,1510015832
20151,7at,1510015891
20151,7bb,1510015964
20151,7em,1510008186
20151,7æ,1510015859
20151,7au,1510015875
20151,7ef,1510008186
20151,7ba,1510015980
20151,7bv,1510016006
20151,6lx,1510015751
20151,7av,1510015786
20151,7aø,1510015883
20151,7bx,1510015905
20151,6ot,1510008186
20151,6lv,1510015735
20151,6bh,1510034470
20151,6bf,1510034365
20151,6bg,1510034373
20151,6op,1510008186
20151,6nc,1510008186
20151,6bo,1510020100
20151,6bi,1510034454
20151,6be,1510034381
20151,6ok,1510008186
20151,6fu,1510020127
20151,6bd,1510034403
20151,6bc,1510034438
20151,6aø,1510008526
20151,6ba,1510008496
20151,6oe,1510008186
20151,6aæ,1510008437
20151,6az,1510008445
20151,6au,1510008410
20151,6av,1510008402
20151,6od,1510008186
20151,6at,1510008364
20151,6as,1510008372
20151,6ao,1510008356
20151,6ap,1510008348
20151,6og,1510008186
20151,6hs,1510008291
20151,6hr,1510008305
20151,6hn,1510008283
20151,6mt,1510008232
20151,6mu,1510008224
20151,6x,1510030602
20151,24bn,1510039324
20151,6mi,1510039235
20151,6mh,1510039219
20151,24bs,1510039197
20151,24br,1510039170
20151,6oy,1510008186
20151,24du,1510008186
20151,6mk,1510039073
20151,24bt,1510039103
20151,24bu,1510039138
20151,24ct,1510039057
20151,24bz,1510039030
20151,24by,1510039014
20151,24dt,1510008186
20151,24bx,1510008534
20151,24bæ,1510038964
20151,24bø,1510038980
20151,24ca,1510038999
20151,24cb,1510008518
20151,24cc,1510038948
20151,24an,1510008836
20151,24al,1510008801
20151,24ak,1510008771
20151,24am,1510008828
20151,7000ge,0
20151,24ag,1510042236
20151,24ac,1510042171
20151,24ad,1510042201
20151,24cu,1510008186
20151,24ae,1510042252
20151,24cn,1510042384
20151,6mm,1510039111
20151,6ko,1510039006
20151,6oa,1510008186
20151,6mo,1510008461
20151,6mn,1510038956
20151,6kq,1510038972
20151,6kp,1510008429
20151,6kx,1510008682
20151,6ky,1510008674
20151,6kz,1510008690
20151,6kæ,1510008704
20151,6kø,1510008712
20151,6la,1510008720
20151,24ck,1510008739
20151,24cl,1510008747
20151,24ai,1510008755
20151,24ah,1510008763
20151,6lf,1510003265
20151,6le,1510003257
20151,6lb,1510042120
20151,24cm,1510042112
20151,24aa,1510042139
20151,6ld,1510003273
20151,6lc,1510042147
20151,24ab,1510042155
20151,6on,1510008186
20151,6ol,1510008186
20151,6lz,1510003478
20151,6læ,1510003338
20151,6lø,1510003303
20151,6ma,1510042163
20151,6go,1510036228
20151,6gp,1510036201
20151,6gq,1510036074
20151,6gr,1510036058
20151,6gs,1510035930
20151,6gt,1510035914
20151,6ox,1510008186
20151,6gu,1510035892
20151,6gl,1510036147
20151,6gi,1510036120
20151,6gh,1510036066
20151,6ge,1510036031
20151,6gd,1510035965
20151,6ga,1510035949
20151,6fø,1510035884
20151,6ov,1510008186
20151,6oq,1510008186
20151,6or,1510008186
20151,6ou,1510008186
20151,6db,1510020593
20151,6gk,1510036104
20151,6gg,1510036082
20151,6gf,1510036015
20151,6gc,1510035981
20151,6gb,1510035922
20151,6fæ,1510035906
20151,6dt,1510020887
20151,6ds,1510020860
20151,6dr,1510020844
20151,6df,1510020682
20151,6cg,1510020313
20151,6mp,1510008186
20151,6gz,1510035973
20151,6nt,1510008186
20151,6ir,1510039529
20151,6is,1510039502
20151,6it,1510039480
20151,6iu,1510039464
20151,6iæ,1510039375
20151,6gæ,1510036007
20151,6iz,1510039391
20151,6iy,1510039413
20151,6iø,1510039359
20151,6ix,1510039448
20151,6oi,1510008186
20151,6nu,1510008186
20151,6gy,1510035957
20151,6ka,1510039332
20151,6kb,1510039278
20151,6kc,1510039243
20151,6kd,1510039200
20151,6ke,1510039189
20151,6ki,1510039316
20151,6kh,1510039294
20151,6kg,1510039227
20151,6kf,1510039162
20151,6ml,1510039146
20151,6kk,1510039022
20151,6kl,1510039049
20151,6gx,1510035876
20151,6kn,1510039065
20151,6km,1510039081
20151,6nq,1510008186
20151,25o,1510123198
20151,25l,1510001645
20151,25k,1510001645
20151,25f,1510143210
20151,25i,1510001645
20151,7c,1510026680
20151,25c,1510123198
20151,7eh,1510026680
20151,24ba,1510008984
20151,24a,1510001823
20151,24bb,1510008992
20151,24aø,1510008976
20151,6de,1510020666
20151,6cu,1510020526
20151,6ct,1510020496
20151,6ch,1510020348
20151,6dq,1510020828
20151,6dg,1510020704
20151,6dd,1510020631
20151,6cv,1510020542
20151,6cs,1510020461
20151,6ci,1510020364
20151,6cf,1510020283
20151,6by,1510020186
20151,6dp,1510020798
20151,6dh,1510020720
20151,6dc,1510020615
20151,6cx,1510020569
20151,6cr,1510020445
20151,6ck,1510020380
20151,6ce,1510020267
20151,6bz,1510020208
20151,6do,1510020763
20151,6di,1510020747
20151,6nz,1510008186
20151,6ny,1510008186
20151,6cy,1510020577
20151,6cq,1510020429
20151,6cl,1510020402
20151,6næ,1510008186
20151,6cd,1510020240
20151,6bæ,1510020224
20151,6fb,1510020690
20151,6fd,1510020658
20151,6fa,1510020712
20151,6eø,1510020739
20151,6eæ,1510020755
20151,6ez,1510020771
20151,6cæ,1510020801
20151,6cz,1510020836
20151,6fg,1510020585
20151,6fh,1510020062
20151,6fi,1510020550
20151,6fk,1510020534
20151,6fl,1510020518
20151,6co,1510020488
20151,6cp,1510020453
20151,6fe,1510020623
20151,6ff,1510020607
20151,6fp,1510020321
20151,6fo,1510020356
20151,6fn,1510020372
20151,6fm,1510020399
20151,6cn,1510020410
20151,6cm,1510020437
20151,6fq,1510020291
20151,6ft,1510020232
20151,6cb,1510020216
20151,6cc,1510020194
20151,6fr,1510020275
20151,6fs,1510020259
20151,6bø,1510020178
20151,6ca,1510020143
20151,2b,1510030718
20151,2k,1510030718
20151,26i,1510030645
20151,26n,1510030637
20151,26o,1510030629
20151,26f,1510030610
20151,6ef,1510021212
20151,6ee,1510021220
20151,7000cq,0
20151,6fv,1510021204
20151,6eg,1510021190
20151,5at,1510030688
20151,6eh,1510021182
20151,6er,1510021042
20151,6eq,1510021050
20151,6ep,1510021069
20151,6en,1510021085
20151,6em,1510021093
20151,6dl,1510021107
20151,6dk,1510021115
20151,6fx,1510021034
20151,6hz,1510039812
20151,6es,1510021018
20151,6et,1510020984
20151,6eu,1510020968
20151,6ev,1510020933
20151,6ex,1510020917
20151,6ey,1510020895
20151,6cø,1510020879
20151,6da,1510020852
20151,6fc,1510020674
20151,6mq,1510008186
20151,26v,1510021441
20151,26aa,1510021476
20151,6hæ,1510039804
20151,26ø,1510021492
20151,26u,1510021506
20151,6dæ,1510021026
20151,6dz,1510020992
20151,6dy,1510020976
20151,6dx,1510020941
20151,6dv,1510020925
20151,6du,1510020909
20151,6gm,1510036163
20151,6gn,1510036295
20151,6hk,1510036287
20151,6hi,1510036279
20151,6hh,1510036260
20151,6hu,1510039723
20151,6iq,1510039545
20151,6nr,1510008186
20151,6nx,1510008186
20151,6he,1510036236
20151,6hf,1510036244
20151,6hg,1510036252
20151,6ih,1510039707
20151,6hd,1510036198
20151,6hc,1510036171
20151,6hl,1510036155
20151,6ii,1510039561
20151,6oc,1510008186
20151,6ha,1510036090
20151,6hb,1510036112
20151,6hm,1510036139
20151,6gø,1510036023
20151,24bc,1510009018
20151,24dy,1510008186
20151,24ay,1510008968
20151,24aæ,1510008941
20151,24az,1510008933
20151,24ax,1510008925
20151,24bd,1510039677
20151,24be,1510039693
20151,24bh,1510039588
20151,24bi,1510008585
20151,24bp,1510008569
20151,24bf,1510039715
20151,24bg,1510039553
20151,24bk,1510039367
20151,24bo,1510039340
20151,29,1510001955
20151,24dr,1510008186
20151,24cf,1510039731
20151,24cg,1510039537
20151,26b,1510014704
20151,26e,1510014704
20151,6hv,1510039758
20151,6hx,1510039774
20151,6hy,1510039790
20151,6hø,1510039782
20151,6ia,1510039766
20151,6ns,1510008186
20151,6oh,1510008186
20151,6ig,1510039685
20151,6if,1510039669
20151,6ie,1510039650
20151,6id,1510039642
20151,6ic,1510039472
20151,6ib,1510039499
20151,24ch,1510039510
20151,6ik,1510039596
20151,6il,1510039618
20151,6im,1510039626
20151,6in,1510039634
20151,6io,1510039456
20151,6ip,1510039421
20151,24ci,1510039405
20151,24bl,1510039383
20151,6om,1510008186
20151,24dv,1510008186
20151,6iv,1510039251
20151,6mg,1510039286
20151,24bm,1510039308
20151,14ap,1510031978
20151,14bc,1510022693
20151,14ao,1510022715
20151,14cb,1510022871
20151,14bd,1510022731
20151,14at,1510022855
20151,14pf,1510022863
20151,14æ,1510022766
20151,14aa,1510022847
20151,14bæ,1510022774
20151,14ø,1510022812
20151,14d,1510022685
20151,14ay,1510031994
20151,14e,1510022707
20151,14f,1510022723
20151,14g,1510022758
20151,14av,1510032028
20151,14bz,1510022820
20151,14cc,1510022804
20151,14cd,1510022782
20151,14i,1510032044
20151,14h,1510022839
20151,14ah,1510022790
20151,14si,1510149148
20151,14ph,1510032079
20151,14sk,1510149147
20151,14ar,1510032095
20151,7000db,0
20151,8hu,1510136818
